gene_id	transcript_id	baseline_top3_mean_score	baseline_rank	n_windows	best_window_region_type	best_window_is_CDS	best_window_is_5UTR	best_window_is_3UTR	best_window_is_ncRNA	best_window_is_unknown	top3_CDS_fraction	top3_UTR_fraction	top3_ncRNA_fraction	top3_unknown_fraction	top3_inverted_repeat_score_mean	top3_palindrome_score_mean	top3_reverse_complement_4mer_density_mean	top3_reverse_complement_5mer_density_mean	top3_reverse_complement_6mer_density_mean	top3_local_self_complementarity_score_mean	top3_simple_repeat_score_mean	top3_stem_like_score_mean	top3_structure_peakiness_score_mean	top3_longest_high_paired_run_mean	top3_paired_run_density_mean	top3_max_local_paired_mean_41nt_mean	top3_max_local_paired_mean_81nt_mean	max_stem_like_score	max_longest_high_paired_run
LOC_Os06g28050	LOC_Os06g28050.4	0.99344799	48	87	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5258350038154244	0.06526530435159877	0.7140439932318104	0.457482993197279	0.27008547008547007	0.382007007007007	0.08398658007502224	0.4331117922568386	0.1786108027991428	10.333333333333334	0.38166666666666665	0.6593353767705158	0.5742548404897682	0.5175863424161586	16.0
LOC_Os08g45170	LOC_Os08g45170.3	0.9933251666666668	49	93	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.7424906742201882	0.38594299101913315	0.7038917089678511	0.5493197278911565	0.4683760683760683	0.9908658658658659	0.070226641297198	0.8309386479240771	0.2943511864310047	41.0	0.655	0.962815943772231	0.8648881311279265	0.8909163808434961	49.0
LOC_Os07g23485	LOC_Os07g23485.1	0.9932447866666668	50	65	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5997297446064669	0.08487136101349298	0.6192893401015228	0.46598639455782315	0.3299145299145299	0.5834584584584585	0.14038068992205377	0.3806682269553829	0.2137967746712827	10.666666666666666	0.29333333333333333	0.5820046808661483	0.5536877846521605	0.40200973324659395	12.0
LOC_Os04g51880	LOC_Os04g51880.6	0.99323171	51	234	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.38845469145324113	0.034756388563495166	0.583756345177665	0.25170068027210885	0.10769230769230768	0.3324574574574575	0.06394280390559658	0.46333042630658244	0.24062807349748505	9.333333333333334	0.43166666666666664	0.7249912789197474	0.5951667911231273	0.4704152921350991	10.0
LOC_Os06g23684	LOC_Os06g23684.2	0.9932314133333334	52	59	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.7328600772436884	0.18510998307952622	0.7631133671742809	0.6037414965986395	0.49401709401709404	0.8034284284284284	0.05713560693017028	0.7067018200453058	0.3323176515358751	26.333333333333332	0.5883333333333334	0.873438793469251	0.7933455087520458	0.797803125788526	35.0
LOC_Os01g19630	LOC_Os01g19630.1	0.9932073333333332	53	142	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5482298209165504	0.061043863074319936	0.7580372250423012	0.4744897959183674	0.252991452991453	0.5056306306306306	0.058431172974838484	0.45411557179479417	0.21672521067242467	9.666666666666666	0.4466666666666667	0.674013382051049	0.5946883272241662	0.45762754029374775	10.0
LOC_Os10g33370	LOC_Os10g33370.1	0.9932013566666668	54	69	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.413200611699524	0.056753004468740514	0.5211505922165821	0.22448979591836735	0.10940170940170939	0.3776276276276276	0.059367753771889686	0.5227317841072393	0.1933576463563468	10.666666666666666	0.55	0.751528685655051	0.6992075600251249	0.5488291717157131	12.0
LOC_Os03g56110	LOC_Os03g56110.2	0.9931296466666666	55	65	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.688479663432528	0.08392121133237884	0.805414551607445	0.620748299319728	0.4153846153846154	0.6008508508508509	0.09263066973747607	0.5568398036801718	0.266080575630229	14.666666666666666	0.49	0.8138527443738489	0.7059915742756407	0.6273101087120491	22.0
LOC_Os10g21418	LOC_Os10g21418.1	0.9931237066666668	56	42	CDS	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.48898971463873564	0.04576337368215541	0.6023688663282573	0.3163265306122449	0.17264957264957267	0.46471471471471476	0.06137427805723861	0.45008094766921797	0.18074203298937885	8.666666666666666	0.4383333333333333	0.6952428430076538	0.6376738155820242	0.5062358701132178	10.0
LOC_Os05g44930	LOC_Os05g44930.1	0.9931131966666666	57	64	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.4263168608527564	0.044080003470866415	0.8020304568527918	0.35374149659863946	0.10256410256410257	0.3176926926926927	0.062261135431204616	0.5272621428740379	0.27309148212914824	12.333333333333334	0.5083333333333333	0.7651197619554472	0.678077518204112	0.5398000729568605	14.0
LOC_Os08g16255	LOC_Os08g16255.1	0.9930777433333332	58	65	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5189005877475784	0.04496073582367999	0.7529610829103216	0.435374149659864	0.19145299145299144	0.43693693693693697	0.0748169532366509	0.503506436645177	0.21250818001967609	15.0	0.425	0.710519309935531	0.6390222620081017	0.5602763490754415	16.0
LOC_Os10g10130	LOC_Os10g10130.5	0.9930662233333332	59	317	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5605776997183813	0.050019523623584534	0.7089678510998306	0.3945578231292517	0.23076923076923075	0.4685935935935936	0.06512455927227752	0.514888465204213	0.19897617065872142	13.333333333333334	0.48666666666666675	0.7246653956126393	0.6236833495858275	0.5951979037804334	18.0
LOC_Os02g14800	LOC_Os02g14800.4	0.9930542133333332	60	422	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5073876114956608	0.07043689530999175	0.676818950930626	0.3792517006802721	0.19145299145299144	0.40052552552552556	0.05773275048523454	0.5613172383101652	0.2531786422479537	15.0	0.5033333333333333	0.8056183815971624	0.6958838581057732	0.5870410087244298	17.0
LOC_Os05g51420	LOC_Os05g51420.4	0.99302894	61	313	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.3132132091450438	0.02292073408824678	0.4365482233502538	0.19897959183673466	0.046153846153846156	0.21771771771771772	0.0541130239806795	0.49797773159616354	0.21668269895738168	13.0	0.44	0.7289331947884907	0.6621033232889058	0.49797773159616354	13.0
LOC_Os03g25945	LOC_Os03g25945.1	0.9927961	62	111	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5479375528577849	0.0695474857911406	0.7732656514382402	0.4744897959183674	0.27008547008547007	0.5274024024024024	0.08908788503612101	0.44034175800437203	0.18442083731836886	9.333333333333334	0.38999999999999996	0.6976919406797829	0.634899908623087	0.46306469925050814	12.0
LOC_Os11g25160	LOC_Os11g25160.5	0.9927458	63	378	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.496594701746986	0.049173499934921254	0.7055837563451776	0.3928571428571428	0.1606837606837607	0.4738488488488488	0.08716823857313814	0.39167185300087864	0.23942692510543337	8.0	0.3233333333333333	0.6516822256693026	0.5739933767436463	0.42318360863662347	9.0
LOC_Os03g30780	LOC_Os03g30780.2	0.9927313466666666	64	27	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.1668719165020833	0.005922165820642977	0.19120135363790183	0.06462585034013606	0.011965811965811965	0.1221221221221221	0.1345764724590288	0.26747616196712504	0.20611020631687618	6.333333333333333	0.17500000000000002	0.4690951525680418	0.394759739377371	0.3608765157063802	9.0
LOC_Os09g38130	LOC_Os09g38130.2	0.9926272133333331	65	80	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.612694219213436	0.061855178098832925	0.6818950930626059	0.4387755102040816	0.26837606837606837	0.6744244244244243	0.07638504531570302	0.4737044953136909	0.1790022930191034	9.0	0.48	0.7161134859410728	0.6672085165486904	0.4858613766305815	9.0
